appid,policy_url,hash_name,app_cata,file_size,bin
com.toycantando.lavacalola,https://toycantando.com/privacy-policy/,8090c7d38eccd07b13af023ff2979a3a509bb9670d8ca4669976eeccbff11797.txt,EDUCATION,9.8125,0-10
com.andromo.dev540689.app546993,https://sites.google.com/view/apps-sam/,dd0ff836c1c3146eb9806ff906d2ebaba79c9822534c11803c96841219d73e44.txt,MUSIC_AND_AUDIO,5.0703125,0-10
com.alexanderkondrashov.slovari,https://sites.google.com/view/alexanderkondrashov/home/english-russian-dictionary-privacy-policy,6279acb65680d296054f381f4195aafe4afc3f39396ba96ea9cd977eaa9d5e8b.txt,EDUCATION,2.46484375,0-10
ru.kidcontrol.gpstracker,https://kid-control.com/2016/01/29/privacy-policy/,6c4114835f174191fdd49b819d3bd064abbbebf1bc4fd725fdb9ba4a0c7bf565.txt,SOCIAL,5.0576171875,0-10
pdf.reader,https://github.com/pickwicksanta/Policy/wiki/Privacy-Policy,5865d499abd6a403d4be1a3f0c4617d242e63850a107775fa4cc052623752a0f.txt,BOOKS_AND_REFERENCE,7.18359375,0-10
com.match.zhayan,https://h5.telescope.vip/wink-docs/wink-privacy-policy.html,8ecb116aba9c4987b38438900270ea9a0420d4b733969b3f93bdc230439c4f84.txt,SOCIAL,14.189453125,10-20
learn.all.anime.drawing,http://cookbookrecipes.in/otherapps/videoFeeds/privacy_general/Privacy_Policy.php?appname=Learn%20to%20draw%20anime,cafb30058597621daa07b4d6ded6f3739158c55c17845f1392cf7803c3a49519.txt,ART_AND_DESIGN,11.78515625,10-20
com.yochat.freechat,https://sites.google.com/view/yochatprivacypolicy,aa5f81302470603e029c73c38dc143220841eb1f7b6eb7210db115999ab11be2.txt,SOCIAL,13.3662109375,10-20
com.pumapumatrac,https://pumatrac.puma.com/privacy/,2a5a2e0ab47ead434457dbdf5ca333d03c51f61b97b49129523c45ff434b2abf.txt,HEALTH_AND_FITNESS,15.2236328125,10-20
com.digitalchemy.currencyconverter,https://www.digitalchemy.us/currency-converter-plus/privacy-policy,2a05be679a04b4248c96e4e894adedf672bbb6e0089bf332fc48238d404221b4.txt,TRAVEL_AND_LOCAL,13.1064453125,10-20
com.translate.language.voice.translator.learn.languages,https://um-apps.blogspot.com/2021/02/apps-privacy-policy.html,a50f5956c2d6eb55978b9c8a31ba9398b17e9bcebbccce2f64b099cc62ca802d.txt,EDUCATION,13.8076171875,10-20
com.mxdata.tube.Market,https://www.mapway.com/mapway-privacy-policy-and-permissions/,cfe547b6d53a35c1a174d9bc6a74ecb68208146d089d6c2643355e269ca5c71e.txt,MAPS_AND_NAVIGATION,15.3505859375,10-20
com.microapps.screenmirroring,https://zipoapps.com/mirroring/privacy,354c866e93f4ae45b3086b38d7c5ba981a45f3f42069bc498ce9809935aa5357.txt,TOOLS,19.3251953125,10-20
com.gamestar.pianoperfect,http://www.revontuletsoft.com/privacy_walkband.html,d39e676c139296c07da003c3e4efb8fe6641b4e0cac70a8b17e48f58151f19a5.txt,MUSIC_AND_AUDIO,19.189453125,10-20
com.copafacil,https://copafacil.com/privacypolicy.htm,f8ba6531f082c05fcb2ecb0cbafbb178a6e8425373106d2ad4ca4785c9fe9d5c.txt,SPORTS,10.2236328125,10-20
com.dropbox.android,https://www.dropbox.com/privacy?mobile=1,6536fe49cc9062064029313bd7fe7836d8dd79547216d4608ecc791cb1e7b138.txt,PRODUCTIVITY,18.974609375,10-20
com.andromo.dev391844.app748658,http://kareemtkb.com/privacy-policy/,83f93ea3d0d0a4b08f2bccbcae073952bfeea4cc8c290870aff1bf7df5ff6f06.txt,MUSIC_AND_AUDIO,16.6435546875,10-20
com.winwalk.android,https://info.galamix.net/privacy-policy,4e6d71fa7356e6966dd06804855c83e56e04b31a4ed23af56c6c87c0a102340e.txt,HEALTH_AND_FITNESS,12.7509765625,10-20
com.vlending.apps.mubeat,https://api.mubeat.tv/view/terms/privacy?lang=EN,261fcd275d62fb93f942ff6b991cf221215ba6e440f23c7e86a638cfb9c36c14.txt,ENTERTAINMENT,16.0166015625,10-20
com.pixel4d.wallpaper.background.hd.livewallpapers3d,https://sites.google.com/view/live-wallpapers3d,8b602796a300af023f5ad6e94a18de3a4c821dc3bdf8393cbc93d40e7f44dc37.txt,PERSONALIZATION,12.7421875,10-20
com.gna.cad,https://gnacad-314.web.app/privacy.html,db9a27cba8365e64c4c8564a7677a99d4101aa6b23af46ca641561ec765c148a.txt,PRODUCTIVITY,13.646484375,10-20
com.royalking.princessweddingmagicmakeupsalondiarypart1,https://royalkinggamesllc.blogspot.com/p/princess-wedding-beauty-makeup-salon.html,cee4c3cd6b48ff764ac4ce3e7af32addbc423ed58b3d55e51982a5e1599cfa42.txt,ENTERTAINMENT,10.1875,10-20
com.udates,https://www.udates.io/policy/?mobile=true,42e5cd35968bade55498fede83325f72d5f4ed5159c17d3d5237cedb7e45eb21.txt,DATING,16.1484375,10-20
com.autouncle.autouncle,https://www.autouncle.dk/en/privacy,28686bc317eef81b908bb39a26ef2f57d21004250c7aaea92e7db8dbf2aece91.txt,LIFESTYLE,12.0869140625,10-20
com.parau.videochat,https://sites.google.com/view/parau-ver-privacy-policy,dd0c7fad6cc342ec5a40c7aeb0fe9456227a326b3771c9e7b94116bea67d6374.txt,SOCIAL,13.447265625,10-20
com.galaxyapps.routefinder,https://glidesoft.in/privacy-policy/,b987e562448ff0ebdfc6978e724b27a33ffd9437ac489c9b2c2b8f8225c2eaf1.txt,MAPS_AND_NAVIGATION,15.740234375,10-20
com.jb.gokeyboardpro,http://d2prafqgniatg5.cloudfront.net/soft/file/term/1272/golauncher_privacy.html,ede7dfcdd98dc16a31de8af462b2a2f975811f2b121437ce95ab45a42bed140f.txt,PERSONALIZATION,12.6064453125,10-20
com.devexpert.weather,https://devexpert.net/privacypolicy,fe6953ca5290e050bf9152c076cd35990dee57bb92681a3fe837eccadb345470.txt,WEATHER,15.091796875,10-20
com.redraw.keyboard,http://timmystudios.com/privacy-policy.html,22ae834dea315f470a1b9d2243c9513e69a6fd5d188e8de2dd169432c5031700.txt,PERSONALIZATION,18.62109375,10-20
com.door.offroad.modern.drive.rickshaw,https://gamewacky.wordpress.com/2020/11/13/privacy-policy/,565d6a816db5ffe3897dd192bdd5b377f864f2fe5cd9b7afd2d254b3f2d41b26.txt,TRAVEL_AND_LOCAL,13.724609375,10-20
com.seshadri.padmaja.expense,https://day-to-day-expenses-bae4d.web.app/privacy.html,4e4443fe162e01c8be2ef3901bce1f8c1a8377bd0a1315a5d7e3247da42bc4d6.txt,FINANCE,11.25390625,10-20
com.paperboatapps.google.kiddopia,https://kiddopia.com/privacy-policy.html,38668369515b21f1d28e46c826e62bf375e153a89a9e0848a8ef9841dd1ffa14.txt,EDUCATION,15.9306640625,10-20
sg.bigo.hellotalk,https://app.helloyo.sg/apps/agreement/policy.html,704cb575a1a475d64b18db37e4ed20893a523052b63d7c9649c0545ee55822af.txt,SOCIAL,14.6484375,10-20
com.globaldelight.boom,https://www.globaldelight.com/boomformobile/android/privacypolicy.php?lang=en,8bdd5155a6f349182bff613c9a0111ff27fd55b3affdec8c51f471f8071bfde0.txt,MUSIC_AND_AUDIO,18.6376953125,10-20
music.musicplayer,https://mumastudios.com/audioplayer/privacy,daa949a77b8217e31707eb1085a51e5eb785cc5892cbd6f7de4b3f289db1435c.txt,MUSIC_AND_AUDIO,19.349609375,10-20
com.potatovpn.free.proxy.wifi,https://potatovpn.io/?n=potato.vpn.PrivacyPolicy,51a199d018a322537513147ba6f5b1bd392fc6ade9602a4769b7e363ab3c2e75.txt,TOOLS,10.6396484375,10-20
com.livevideo.wallpaper.parallax4d.live.hd.top.wallpapers,https://sites.google.com/view/4dlivevideowallpaper,4f99239d438129bcc2b5182b50479f06f4a35462f4e8113af4c96eec7c4fdaac.txt,PERSONALIZATION,12.7568359375,10-20
com.khalti,https://khalti.com/info/privacy-policy/,680f99d98d8469ccc3693f56f918a528f6717d859647ce670bea6f65a4df2f48.txt,FINANCE,11.115234375,10-20
com.monotype.android.font.theme.script1,https://s3-us-west-1.amazonaws.com/freefonttheme/PrivacyPolicy.html,c3062257459abbb4f2d718b62af03a6ff1f5808b0b38928fa22da1a557efe5d2.txt,PERSONALIZATION,15.595703125,10-20
com.dewmobile.kuaiya.play,http://www.izapya.com/policy_en.html,2b641d7d8edde09537c99a97a709f7e3b74e8189de68485d757d8b93d7a7ed77.txt,TOOLS,18.3935546875,10-20
com.snapmate.tiktokdownloadernowatermark,http://aiostudio.appadstxt.net/privacy_policy.html,1f0f5fa05eacc6dc715df0f3269bbf7ed4b19070ba75d54cdb0d99f083a700dd.txt,VIDEO_PLAYERS,10.125,10-20
com.play.well.earn.reward.free.income.cash.win.real.money,https://playwell-f9456.web.app/PrivacyPolicy.html,3156e43bcc8d510d5a68efcaf1978034e07bb6a9239b175c74d8f81b74ddbc01.txt,ENTERTAINMENT,14.5673828125,10-20
com.bpva.firetext.photoframes.photoeffects,https://www.xilliapps.com/privacy-policy.html,2fdd246f80d4e6d8331e402c15548f658c886e9a3d7d419049ae342881884cb2.txt,PHOTOGRAPHY,17.1669921875,10-20
com.evilduck.musiciankit,https://www.iubenda.com/privacy-policy/504208/full-legal,f244d48934329c19c11384a28c8fedac015c84c9aed624b4ac2c65e95595a3c4.txt,EDUCATION,16.1962890625,10-20
com.vtool.qrcodereader.barcodescanner,https://policy.ecomobile.vn/privacy-policy/qr-code,e3c05b286faa25f8964c4354dad89e5de76a592cfe0fced29b43121584a31d88.txt,TOOLS,15.046875,10-20
com.glority.everlens,http://app-service.mobilescanner.com/static/privacy_policy.html,ba751759f6b09526e2a4828d2c8aac434c6d2620a39c984242e8277b236dd312.txt,PRODUCTIVITY,15.9443359375,10-20
com.magic.retouch,https://manage.magicutapp.com/appMagicCutApi/customizepage?pageType=Retouch_PrivacyPolicy,70036cf51b18865301783ad961e407c04c27adf80804348bf2ec8fd1a14bc28d.txt,PHOTOGRAPHY,16.470703125,10-20
com.app.editorji,https://www.editorji.com/terms,62aa4205cd80ca92f479690266f77c5d1e61a8634002b396b19c267550d4c0cb.txt,NEWS_AND_MAGAZINES,19.1650390625,10-20
com.voice.gps.navigation.map.location.route,https://coloringpagesprivacy.blogspot.com/2019/04/privacy.html,3fc4265f9b2a5de0fcee5c2503a0f6cd6e447afec776367900d66f1458c38ef7.txt,TOOLS,19.7021484375,10-20
com.vingle.android,https://www.vingle.net/about/privacy,4581ddd668fde094437702a22ab1a0864b61325847cc76ca91e5c9b540541282.txt,SOCIAL,12.92578125,10-20
com.youthhr.phonto,https://phon.to/privacy,d7a30063ae156641ecb1b068794bd0c12d78ef4a2a0a847c294f651071a9d80e.txt,PHOTOGRAPHY,13.4296875,10-20
com.wrongturn.magicphotolab,https://wrongturnapps.wordpress.com/privacy-policy/,a7922ee794dee9b4b464440b8ea80410ed9cd5499d24be958d68e08fbd09cf95.txt,PHOTOGRAPHY,14.3798828125,10-20
com.doodle.master.draw.glow.art,https://sites.google.com/view/draw-apps-for-free/,6c258b30d58f128f2021e791cdaffb8280a09688b31c3e63df54388e81f0478b.txt,ART_AND_DESIGN,12.5556640625,10-20
com.appsahtout.tafssirahlam,https://sites.google.com/view/appsahtout/privacy-policy,ba03eb5b53aab4d71f2242b6c88cb17b10937cb25cb51537ad9bb18cbb400043.txt,BOOKS_AND_REFERENCE,10.900390625,10-20
com.frostwire.android,https://www.frostwire.com/privacy,e0525ee6788d83ab502d888b4c90b2a98615326cd0981a051682a4aea049d4ce.txt,VIDEO_PLAYERS,14.392578125,10-20
com.shikudo.focus.google,https://site.shikudo.com/privacy-policy,9a8f3fd8bbacd10a7c3ac8570d426b59759dbb715d942aa3b639fc1358797f90.txt,PRODUCTIVITY,11.5751953125,10-20
com.airasia.mobile,https://www.airasia.com/aa/about-us/en/gb/privacy-statement.html,ef56adfc039feb5ea25046af54cc56b5f795b16472a2f47d22ad97147b7b7ac7.txt,TRAVEL_AND_LOCAL,19.404296875,10-20
com.macropinch.swan,http://macropinch.com/privacypolicy_weather.html,e2461989caedf455114ca6b52c52248c5a2c6da8c26d18fd903c30dadd46929c.txt,WEATHER,10.5263671875,10-20
com.craftsvilla.app,https://www.craftsvilla.com/apps-policy-for-buyers,9e3fd1db2523f9ef21e2253cc0f365b1c3e15f2dde6a21d5159cd41e736fd104.txt,SHOPPING,15.6953125,10-20
us.nobarriers.elsa,https://www.elsanow.io/privacy,c704330ad2ac51a2e67358cf83eef1ab55ac61b4e338fa0f4c0fd074efe4fcbd.txt,EDUCATION,15.5673828125,10-20
com.chatroullete.alternative,https://chatalternative.com/privacy/,297db50aa45c571ebdb924d71fd2bc0d3c6b0617587035b5e679947bd50e6bf8.txt,SOCIAL,17.0419921875,10-20
com.tul.tatacliq,https://www.tataque.com/adminstatic/html/privacy_policy.html,67cc0459b054ed0504a2e4e31efec3ac893fdb4e96a5e67a9e9c693b1523d61b.txt,SHOPPING,14.892578125,10-20
com.gps.map.navigation.tracker.location.compass.handy,https://tophandytools.com/HandyToolsStudio.html,196ab4256f76f47cbaad82f1e3ea858934bde2195b51a2ba1de6a174db70b76e.txt,MAPS_AND_NAVIGATION,11.32421875,10-20
mobi.mangatoon.novel.portuguese,https://mangatoon.mobi/privacy/en?_app_id=2,b5390ec1805bb833888ad1b16dd193729d06b4dd99b7acc96648a647fcf973b8.txt,BOOKS_AND_REFERENCE,12.2109375,10-20
com.allrcs.led_remote,https://sites.google.com/view/mamobilecare2020,5f39b4340e2aa6432f0932a16012e1504079c96a92c605748be5233ede484eef.txt,TOOLS,10.1533203125,10-20
com.mwm.beat_looper_pro,https://www.musicworldmedia.com/privacy-policy,cc2c6b573e19c9a539e4dd6002f5ff869ef28e0d451f3fb6f6ded1b5ce683537.txt,MUSIC_AND_AUDIO,17.322265625,10-20
com.picturerock.rock,http://app-service.rockidentifier.com/static/privacy_policy.html,f44197fdb577d3303df097cddbcad28c71705aae37391e65ae09a681db693bb1.txt,LIFESTYLE,15.4912109375,10-20
com.okinc.okex.gp,https://www.okx.com/support/hc/en-us/articles/10560713928077,b18ea556f0d9cb6b07042b038a5150e36212c3b23b133d13ee9430d657005a90.txt,FINANCE,11.68359375,10-20
com.infinix.xshare,https://res.toolmatrix.plus/file/2021/01/1611044637388377.html,4aeac924ba947ccc851ae7f6b4cdc4243d819a9d4004cada648b947101dc6970.txt,TOOLS,15.7236328125,10-20
com.ape.easymode1,https://gc.ufomobi.com/Smart/EasyMode/privacy/privacy_en_US.html,de6f61e5230d784a918fae4a3a82d806f8b16fce143dfda6aae918b9ab8ef0cf.txt,TOOLS,14.6767578125,10-20
de.resolution.yf_android,https://www.your-freedom.net/index.php?id=dps&L=0,061b587bc8105adaae2dadcd84905eef50963a92015ceeb72b5fec3b2355e310.txt,COMMUNICATION,13.1982421875,10-20
com.recommended.videocall,https://video-call.website/privacy-policy,195ca5d14e444a6159ae002dfcb0f506b962c3fa9ed91f72a87534b702f7a0b6.txt,COMMUNICATION,13.9453125,10-20
share.filetransfer.app,https://sites.google.com/view/shareappliteprivacypolicy/home,879857699275c757750f64f264d835526dd382c5f143edb03816839166f585b9.txt,TOOLS,12.7705078125,10-20
com.aloha.browser,https://alohabrowser.com/policy.html,657cce4923a8e4ce648b04560c8ce0d10345858f3fc6378f6411645fc0873308.txt,PRODUCTIVITY,12.0986328125,10-20
com.ironServices.fullDictionary,https://www.beelingo.com/Home/PrivacyPolicy,950622ae7142c47fb6152d42d7429e8216ef15b28ee08754c89c6c55c4cb9ca2.txt,BOOKS_AND_REFERENCE,18.1591796875,10-20
com.nglreactnative,https://ngl.link/privacy-policy,c25ff9b430d6f4599355b9e350f0788957028ab3d9133c895870f19b52ef47c4.txt,SOCIAL,14.7919921875,10-20
com.cast4tv.miracast,https://cast4tv-5c2ff.web.app/#privacy,4e8194dfe311dcb046b7fa8d320d8221ab2f5c42a15569d2dce79066c9becc6b.txt,TOOLS,10.6005859375,10-20
com.realbyteapps.moneymanagerfree,http://realbyteapps.net/help/privacy.html,d33ec6d5c87d038e15b23779de149cd051c4e537cc7ddfa3661fe02f3128d71b.txt,FINANCE,14.685546875,10-20
com.downdogapp,https://www.downdogapp.com/privacy,cd2d5f8ca76505bd0bd9cb0a5ce472fbe6f8b51dc96d76cb887fc5d2a8bb7472.txt,HEALTH_AND_FITNESS,18.1669921875,10-20
com.szkct.funrun.main,http://app.fundo.xyz:8001/fundo/web/privacy/privacy.html,19dccde7319c1c74ba7bfa4567aaab1a1f09514871ae3ad4fc22cda86cd03ca9.txt,HEALTH_AND_FITNESS,19.9033203125,10-20
com.UCMobile.intl,https://terms.alicdn.com/legal-agreement/terms/suit_bu1_uc/suit_bu1_uc202007241608_71682.html,efabe668c4be0768d9d519e224ab9f045755645670b7e1a7253d77a9868df7ae.txt,COMMUNICATION,17.8671875,10-20
com.old.me,https://sites.google.com/view/happy-ai-team-privacy-policy,6a3a54f26dc111783db8d8ddb4240565d2be484e35d27052da075d41235e31d5.txt,LIFESTYLE,13.0537109375,10-20
com.medium.reader,https://policy.medium.com/medium-privacy-policy-f03bf92035c9,cf2ce0039c83f1f97bc08b604fe187f3075d5f84a3c8a6d376f562e745c18ad7.txt,NEWS_AND_MAGAZINES,18.2978515625,10-20
com.zmgc.airplane.bike.transporter.plan,http://tribechsol.com/privacy.html,cc5bdc4dbc97816eb4e4cafb44010232390c8c9489c5b8331d7a579aa14a94dd.txt,AUTO_AND_VEHICLES,16.5849609375,10-20
com.video.reface.app.faceplay.deepface.photo,https://manage.magicutapp.com/appMagicCutApi/customizepage?pageType=FacePrivacyPolicy,31df1d8f344c0854ef10fa67a9ababe3250e244ec68de4d4fac9fc08aca60f69.txt,PHOTOGRAPHY,16.8310546875,10-20
w3bminds.engVarta.app,https://engvarta.com/terms-conditions/,0466a6647a8838494a70045eb4c56530d540455a1bf523aed6fca7eaf9634788.txt,EDUCATION,11.40625,10-20
com.yoosee,https://upg1.cloudlinks.cn/upg/common/clauses/privacy/?language=zh&version=00/46,6daed503bd084727b1c3d3a102019317525981c158a74d996ba1ab87a9b6a111.txt,VIDEO_PLAYERS,19.5615234375,10-20
com.baiwang.styleinstamirror,http://mirrorpic.photoeditorperfect.top/PrivacyPolicy/,f6709a3fd95a56c1403abe814e4de4e193bc898b4f2417c2f243dd66f9988dcd.txt,PHOTOGRAPHY,11.00390625,10-20
com.chic.point,http://app.checkpoint1688.com/PrivacyPolicy/PrivacyPolicy.html,127409941df13d55f410d4bb297d56fbfb5a5a1f58168467f654f6ebce7554e9.txt,SHOPPING,14.451171875,10-20
com.transsion.phoenix,http://phoenix-browser.com/privacy-policy.html,4567cc0a06fe11f2fcc4540d770ec8ea5566d3bd320380679d3ac79ee779ef87.txt,COMMUNICATION,16.4794921875,10-20
com.immediasemi.android.blink,https://apphelp.immedia-semi.com/en/privacy_policy.html,22255d482f5610f538063155cc8378f6f80bb4ff7a7402f4589a394554666d17.txt,TOOLS,13.8623046875,10-20
com.xvideostudio.videoeditor,https://d10nkoc3mu17gd.cloudfront.net/privacy/VideoShow_Privacy_Policy_en.html,7f343557b966e90f14f3f42f398bc3fed48bd15348611eff8fd448c0311e31fa.txt,VIDEO_PLAYERS,17.5361328125,10-20
com.atistudios.mondly.languages,https://www.mondly.com/privacy,c2086fb0a6b827a349827b170c7be173a9d15aa888023742e3bf3cabd134593e.txt,EDUCATION,17.2421875,10-20
com.eco.wallpaper.background,https://policy.ecomobile.vn/privacy-policy/wallpaper,17fa5360f406a4ebef0bc44ea6a117f2153a887ac941fe6477ea48195ba588ef.txt,PERSONALIZATION,13.34765625,10-20
com.manateeworks.barcodescanners,https://www.cognex.com/privacy-policy,7f47e4678daab14b556edc1ce04b03ba4cee56f35660d2421b744e631ceb85da.txt,LIBRARIES_AND_DEMO,18.3232421875,10-20
org.retropixel.truthdetector,https://firstclassmedia.co/privacy.php?name=Truth%20and%20Lie%20Detector%20Prank,52f76b0302d46a9ad31ac92e4c741ca65b0d8437aff2a2fd77339d7c789af712.txt,ENTERTAINMENT,16.7236328125,10-20
com.cliqs.love.romance.sms,https://sharelovemessages.com/opanda_privacy_policy/,1b210c2b9e11c01335acf2391afbafdfd990a4e783c1c6d22d1a2fa2e302b09a.txt,SOCIAL,18.2939453125,10-20
com.jellybus.Moldiv,http://www.jellybus.com/policy/privacy_moldiv.html,b7d901ed2ffcbeb5a12f90b05f4687221a308433955c176304b3592cf16a8e72.txt,PHOTOGRAPHY,14.9384765625,10-20
com.tangerine.live.cam,http://www.caking.me/privacy,cf621c896ec91838c0ef4e86a8064b66bf2d618c2944b4f07f0bba7965b59ea4.txt,COMMUNICATION,16.517578125,10-20
net.fagames.android.papumba.words,https://www.iubenda.com/privacy-policy/7880504,1b6f2041ed9eb8b5c7e4649ea1ebce03085e8f3df36ac392398c06594f5f5da1.txt,EDUCATION,16.263671875,10-20
com.vidyakul,https://www.vidyakul.com/privacy-policy,27a337466d5058a884a6438b3e7e017b01e2221208d2bb7a26edd6eb6bf36f30.txt,EDUCATION,18.4345703125,10-20
com.adpog.diary,https://www.writediary.com/privacypolicy?mobile=1,bafa3b6c8f5be6d971d1350c90ffcd5b012941ad285523e5ae56fd964f58fa4e.txt,LIFESTYLE,17.009765625,10-20
com.jb.gosms.pctheme.lovelypinksmstheme,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.txt,PERSONALIZATION,18.62109375,10-20
com.unit.fake.call,https://quotesdev.blogspot.com/p/quotes-privacy-policy.html,5b13fb4d887338bf2dbebc2831a7739eb8a4a81a4ae6cbb826992e623edcabf9.txt,ENTERTAINMENT,10.3408203125,10-20
com.messenger.sms.ultra.hd.aurora.blue,http://digitalupground.icypixel.com/privacy-policy.html,d14cc540c1b219ef6a350d8800e3c70292a321b45de50130b0c6384cd59ff0ea.txt,PERSONALIZATION,18.38671875,10-20
emoji.keyboard.emoticonkeyboard,http://www.emoji-keyboard.com/xn/PrivacyPolicy.html,832262f185b45da987e53f111afb80a964f956f57b54b90654d8077a03353b18.txt,TOOLS,15.140625,10-20
com.tractorjunction,https://www.tractorjunction.com/privacy-policy,020b61b8cc0822911b050dbd197020610794c4320bc40ecc87b59a141477d21b.txt,AUTO_AND_VEHICLES,14.8798828125,10-20
com.pinteng.lovelywholesale,https://support.lovelywholesale.com/hc/en-us/articles/900003184486-Privacy-Policy,e42aa5565a52822b1d2be8c290b0f6d4af64a64f96cef3754b46eb834fef0aa2.txt,SHOPPING,17.7705078125,10-20
com.funcamerastudio.videomaker,https://d10nkoc3mu17gd.cloudfront.net/privacy/Filmigo.html,37270e0aa954ae647adbd2c90570a4d0fd4e66b2d41ffc486a9f078055631d34.txt,VIDEO_PLAYERS,16.7236328125,10-20
com.gpsview.offlineearth.maps.routenavigation.street,https://sites.google.com/view/soft-click/home,bbe497292ca1d429f6c809a1467aed9d13315f8de849455b19212e976ba78e5f.txt,TRAVEL_AND_LOCAL,16.86328125,10-20
air.com.eu.inove.sss2,https://www.solarsystemscope.com/privacy-policy,4cdf8ff785d38f112379ea17f316076f5aae64853623f02112f9dec03aae24cf.txt,EDUCATION,17.5048828125,10-20
com.internet.speedtest.check.wifi.meter,https://app.netspeedtestmaster.com/speedtest_master_privacy_policy.html,0c3e728c1b7de1cb5216fc32090bd414c8d263e67d03c15db418bb49131b2d37.txt,TOOLS,18.41796875,10-20
com.ringcredible,https://www.talk360.com/legal/privacy-policy,211605e31987ebd5bce00ecb1d774389062df99105e57f28fc931010b35368c0.txt,COMMUNICATION,12.974609375,10-20
com.org.organ.instrument,http://wififree.top/privacy-policy-m119,33b5f0db14a019e96638586e6764b18e87a6d2a98f76ec02d490b2bed4532a22.txt,MUSIC_AND_AUDIO,10.013671875,10-20
com.ta3b.servec,https://sites.google.com/view/w3dapp-privacy-policy/privacy-policy,1bfc3e7885af051f840a9c1c7c94942b2751114832d7ab975753941b5b964c15.txt,TOOLS,10.7431640625,10-20
com.clatter.android,https://cdn-file.woolookme.com/Clatter/Privacy%20policy.html,3ae5adf978ea60e5bc2bbd7d009b44d95849f7f689dee1e8ad4c2cd50b13df77.txt,SOCIAL,10.5888671875,10-20
cz.mobilesoft.appblock,https://appblock.app/privacy-policy-google-play,d003a40e935ce18bd45924e6f243d7ed333f6fcb42e241c191acbf9c4aa9c246.txt,PRODUCTIVITY,19.3369140625,10-20
com.thakurprasadcalendar,https://androidworldprivacypolicy.blogspot.com/2019/05/thakur-prasad-calendar-hindi-panchang.html?m=1,3155f796d766dc42ee09f1b7a3cbfb4d7c930bb7fcb3dea94d54104871ae1df9.txt,BOOKS_AND_REFERENCE,10.0546875,10-20
com.aestheticwallpaper.girlywallpaper.cute.butterflies.kawaii,https://sites.google.com/view/3daestheticwallpaper,17f9221b7ff02b8ea0fe410489b01c690d191439feb4a72006b9e22621531f24.txt,ENTERTAINMENT,12.75390625,10-20
org.plantnet,https://api.plantnet.org/views/terms_of_use,7c76792f935540c243d1f5e5cc746bbf974e6352dfd5512057cbf09c1d4393de.txt,EDUCATION,11.154296875,10-20
com.saramart.android,https://act.saramart.com/privacy-policy02,1b802cbfbc91ffa50d1853f85b8dbac5599022dca410c0525897fa11740a19fd.txt,SHOPPING,16.8125,10-20
com.gretech.gomplayerko,https://www.gomlab.com/privacy/,9f08a13bbaa316109999b1c7208b58ed204ca84f34c6c4936f3073b8cdb3bf92.txt,VIDEO_PLAYERS,12.0390625,10-20
in.pnbindia.mpassbook,https://www.pnbindia.in/privacypolicy.html,0540fbf8324b85f40d152cf50f3df8279b06216292f8722b644b9648980bd1d0.txt,FINANCE,11.568359375,10-20
com.zenmate.android,https://zenmate.com/privacy-policy,9fa3c81ae526649c16f356e62e8cbe3b555930cf73c4db2cf0a4970e3aeca96b.txt,TOOLS,17.7890625,10-20
com.joshy21.vera.free.calendarplus,https://www.iubenda.com/privacy-policy/7977779,12c4417568aeca104daa82af63aaaa4a379c13a9a0d9dd94b942a1713be59d90.txt,PRODUCTIVITY,18.767578125,10-20
com.gosund.smart,https://sites.google.com/view/gosund/,2f0148f1a56c2fe7e578a3e182bebccf1f8bad53cc4395559085b51b27450c05.txt,LIFESTYLE,16.6259765625,10-20
com.desertstorm.recipebook,https://recipebook.io/privacy-policy/,b2605eea52d6461284ef0a468d8cc36b1a0f136ee22eaf3bfc2867ab5f82b890.txt,FOOD_AND_DRINK,16.453125,10-20
com.read.goodnovel,https://www.goodnovel.com/haiwai_other/static_file/privacy_policy.html,9906c4ac41f387c7ab90752b3b7e3e7be7c9aec0037f05985979fb84acf2965b.txt,BOOKS_AND_REFERENCE,16.71484375,10-20
com.digitalchemy.timerplus,https://www.digitalchemy.us/timer-plus/privacy-policy,560437a8aa2290e50e1928defe45ed8555d03af31546f301ca327a2f962a2005.txt,TOOLS,13.0458984375,10-20
com.videoedit.gocut,http://www.zhuyingdev.com/PrivacyPolicy.htm,0832cffc026e5ac23eacbea648589465b8336211aac8ad4145fa5ad65728b04a.txt,VIDEO_PLAYERS,19.2958984375,10-20
com.screentime,https://screentimelabs.com/privacy,22abce6b01b5cef56e30f2a11b298d369bed60a43931e6b3e67718d9af503252.txt,TOOLS,18.509765625,10-20
hacking.learnhacking.learn.hack.ethicalhacking.programming.coding.hackerx.cybersecurity,https://codingx.app/privacy-policy/,32d811d6359bf917f5bf8dfe617b938d799f5c287799711ce4a19a6895125155.txt,EDUCATION,10.810546875,10-20
com.mustread,https://mushtrip.com/privacy.html,6af743b5428403116cc7438a02479219da230cc00876244615428643c19e8db8.txt,BOOKS_AND_REFERENCE,13.2880859375,10-20
com.easeus.mobisaver,https://www.easeus.com/privacy.htm,3ed5e2c8985a9f8c2521801f82cb4267783b81a6fac9905461564f2b89a897f8.txt,TOOLS,11.8544921875,10-20
